,Station Name,Station Latitude,Station Longitude,Business Category,Business Name,Rating,Number of Reviews,Address,Contact
18998,St. Nicholas Ave & W 157 St,40.832314,-73.94102,Sushi Bars,Mama Sushi,3.5,466,3569 Broadway,(646) 682-7879
18999,St. Nicholas Ave & W 157 St,40.832314,-73.94102,Bookstores,Sister's Uptown Bookstore,5.0,18,1942 Amsterdam Ave,(212) 862-3680
19000,W 155 St & Frederick Douglass Blvd,40.82923,-73.936996,Cocktail Bars,The Honey Well,4.5,403,3604 Broadway,(212) 862-3680
19001,W 155 St & Frederick Douglass Blvd,40.82923,-73.936996,Ethiopian,Benyam Cuisine,5.0,160,2795 Frederick Douglas Blvd,(212) 510-7353
19002,W 155 St & Frederick Douglass Blvd,40.82923,-73.936996,Pizza,Bono Trattoria,4.5,358,3658 Broadway,(646) 682-9249
19003,W 155 St & Frederick Douglass Blvd,40.82923,-73.936996,Thai,River Thai,4.5,136,1766 Amsterdam Ave,(646) 490-8290
19004,W 155 St & Frederick Douglass Blvd,40.82923,-73.936996,American (New),Harlem Public,4.0,1187,3612 Broadway,(212) 939-9404
19005,W 155 St & Frederick Douglass Blvd,40.82923,-73.936996,Caribbean,Blue Mountain Heights Cafe & Bar,4.5,70,499 W 158th St,(646) 998-5905
19006,W 155 St & Frederick Douglass Blvd,40.82923,-73.936996,Cocktail Bars,Lucille’s Coffee and Cocktails ,4.5,80,26 Macombs Pl,(646) 370-4260
19007,W 155 St & Frederick Douglass Blvd,40.82923,-73.936996,Ethiopian,Tsion Cafe,4.0,209,763 St Nicholas Ave,(212) 234-2070
19008,W 155 St & Frederick Douglass Blvd,40.82923,-73.936996,Sports Bars,At the Wallace,4.0,230,3612 Broadway,(212) 234-2070
19009,W 155 St & Frederick Douglass Blvd,40.82923,-73.936996,Pizza,Pizza by Lucilles,4.0,58,26C Macombs Pl,(646) 370-4270
19010,W 155 St & Frederick Douglass Blvd,40.82923,-73.936996,Chinese,The Handpulled Noodle,4.0,1121,3600 Broadway,(917) 262-0213
19011,W 155 St & Frederick Douglass Blvd,40.82923,-73.936996,Singaporean,Native Noodles,4.5,161,2129 Amsterdam Ave,(646) 370-6290
19012,W 155 St & Frederick Douglass Blvd,40.82923,-73.936996,Coffee & Tea,Sugar Hill Cafe,4.5,441,410 W 145th St,(212) 234-2024
19013,W 155 St & Frederick Douglass Blvd,40.82923,-73.936996,Bars,Hilltop Park Alehouse,4.0,134,3821 Broadway,(646) 438-9293
19014,W 155 St & Frederick Douglass Blvd,40.82923,-73.936996,Caribbean,Patrick’s Place,4.5,11,2835 Frederick Douglass Blvd,(646) 438-9293
19015,W 155 St & Frederick Douglass Blvd,40.82923,-73.936996,Buffets,Jacob Restaurant,4.0,107,2695 Frederick Douglass Blvd,(212) 283-3663
19016,W 155 St & Frederick Douglass Blvd,40.82923,-73.936996,Cafes,Common Good Harlem,4.5,73,2801 Frederick Douglass Blvd,(917) 261-6996
19017,W 155 St & Frederick Douglass Blvd,40.82923,-73.936996,Steakhouses,NYY Steak - Yankee Stadium,3.5,102,1 E 161st St,(646) 977-8325
19018,W 155 St & Frederick Douglass Blvd,40.82923,-73.936996,Indian,Indian Express,4.0,34,301 W 154th St,(212) 256-0903
19019,W 155 St & Frederick Douglass Blvd,40.82923,-73.936996,Peruvian,Chelas,4.0,43,3820 Broadway,(212) 918-0230
19020,Westchester Ave & E 156 St,40.817802,-73.905203,Italian,Porto Salvo,4.5,199,424 E 161st St,(929) 376-7866
19021,Westchester Ave & E 156 St,40.817802,-73.905203,Latin American,Seis Vecinos Restaurant,3.5,169,640 Prospect Ave,(718) 684-8604
19022,Westchester Ave & E 156 St,40.817802,-73.905203,Mexican,Xochimilco Family Restaurant,4.5,126,653 Melrose Ave,(718) 402-5400
19023,Westchester Ave & E 156 St,40.817802,-73.905203,Pizza,Landin Mac & Cheese,4.0,147,701 Melrose Ave,(347) 726-4217
19024,Westchester Ave & E 156 St,40.817802,-73.905203,Mexican,La Cueva Fonda,4.5,18,961 Leggett Ave,(347) 406-5585
19025,Westchester Ave & E 156 St,40.817802,-73.905203,Mexican,La Patrona Restaurant,4.0,41,558 Southern Blvd,(718) 401-6000
19026,Westchester Ave & E 156 St,40.817802,-73.905203,Peruvian,Los Nisperos,4.0,62,500 E 149th St,(718) 292-3377
19027,Westchester Ave & E 156 St,40.817802,-73.905203,American (Traditional),American Grill,4.5,18,2987 Third Ave,(718) 585-6978
19028,Westchester Ave & E 156 St,40.817802,-73.905203,Pizza,Bona Pizza,4.0,23,751 Westchester Ave,(718) 991-9667
19029,Westchester Ave & E 156 St,40.817802,-73.905203,Puerto Rican,Lechonera La Piraña,4.5,54,766 E 152nd St,(347) 609-9714
19030,Westchester Ave & E 156 St,40.817802,-73.905203,Mexican,Mexicocina,3.5,204,503 Jackson Ave,(347) 498-1055
19031,Westchester Ave & E 156 St,40.817802,-73.905203,Mexican,Cinco De Mayo,3.5,123,837 Washington Ave,(718) 676-9444
19032,Westchester Ave & E 156 St,40.817802,-73.905203,Mexican,Noches Mexicanas,3.5,49,524 Brook Ave,(347) 591-0645
19033,Westchester Ave & E 156 St,40.817802,-73.905203,Mexican,El Porton,4.0,32,576 Southern Blvd,(718) 450-3399
19034,Westchester Ave & E 156 St,40.817802,-73.905203,Caribbean,Kaylah's Hut,3.0,30,805 Prospect Ave,(718) 450-8252
19035,Westchester Ave & E 156 St,40.817802,-73.905203,Italian,The Original Venice Restaurant,3.5,75,772 E 149th St,(718) 585-5164
19036,Westchester Ave & E 156 St,40.817802,-73.905203,Pizza,Giovani's Big Pizza,4.0,12,839 Prospect Ave,(718) 861-1530
19037,Westchester Ave & E 156 St,40.817802,-73.905203,Izakaya,Minato by Porto Salvo,5.0,5,407 East 161st St,(929) 376-9651
19038,Westchester Ave & E 156 St,40.817802,-73.905203,Barbeque,Johnson's BBQ,4.0,52,790 E 163rd St,(914) 439-6187
19039,Westchester Ave & E 156 St,40.817802,-73.905203,Coffee & Tea,Perry’s Coffee Shop,4.0,32,496 E 161st St,(718) 665-5464
19040,Amsterdam Ave & W 162 St,40.83618,-73.939789,Salad,Fort Washington Public House,4.0,121,3938 Broadway,(646) 813-2210
19041,Amsterdam Ave & W 162 St,40.83618,-73.939789,Bars,Hilltop Park Alehouse,4.0,134,3821 Broadway,(646) 438-9293
19042,Amsterdam Ave & W 162 St,40.83618,-73.939789,Singaporean,Native Noodles,4.5,161,2129 Amsterdam Ave,(646) 370-6290
19043,Amsterdam Ave & W 162 St,40.83618,-73.939789,Caribbean,Blue Mountain Heights Cafe & Bar,4.5,70,499 W 158th St,(646) 998-5905
19044,Amsterdam Ave & W 162 St,40.83618,-73.939789,Cocktail Bars,The Honey Well,4.5,403,3604 Broadway,(646) 998-5905
19045,Amsterdam Ave & W 162 St,40.83618,-73.939789,Coffee & Tea,Salento Colombian Coffee & Kitchen,4.5,116,2112 Amsterdam Ave,(646) 767-0680
19046,Amsterdam Ave & W 162 St,40.83618,-73.939789,Thai,Rain II,3.5,194,1095 St Nicholas Ave,(646) 767-0014
19047,Amsterdam Ave & W 162 St,40.83618,-73.939789,Ramen,Ramen Ku-Raku,4.0,46,3952 Broadway,(212) 568-8866
19048,Amsterdam Ave & W 162 St,40.83618,-73.939789,Pizza,Bono Trattoria,4.5,358,3658 Broadway,(646) 682-9249
19049,Amsterdam Ave & W 162 St,40.83618,-73.939789,Dominican,La Barca Restaurant,4.0,79,3892 Broadway,(212) 928-1090
19050,Amsterdam Ave & W 162 St,40.83618,-73.939789,American (New),Harlem Public,4.0,1187,3612 Broadway,(212) 939-9404
19051,Amsterdam Ave & W 162 St,40.83618,-73.939789,Peruvian,Chelas,4.0,43,3820 Broadway,(212) 918-0230
19052,Amsterdam Ave & W 162 St,40.83618,-73.939789,Sports Bars,At the Wallace,4.0,230,3612 Broadway,(212) 918-0230
19053,Amsterdam Ave & W 162 St,40.83618,-73.939789,Chinese,The Handpulled Noodle,4.0,1121,3600 Broadway,(917) 262-0213
19054,Amsterdam Ave & W 162 St,40.83618,-73.939789,American (Traditional),Wahi Diner,3.0,256,3915 Broadway,(646) 429-9400
19055,Amsterdam Ave & W 162 St,40.83618,-73.939789,Mexican,Las Palmas Restaurant,4.0,194,3891 Broadway,(917) 521-0349
19056,Amsterdam Ave & W 162 St,40.83618,-73.939789,Barbeque,Dallas BBQ,2.5,342,3956 Broadway,(212) 568-3700
19057,Amsterdam Ave & W 162 St,40.83618,-73.939789,Chinese,Splendid China,3.5,42,2038 Amsterdam Ave,(212) 543-0391
19058,Amsterdam Ave & W 162 St,40.83618,-73.939789,Museums,Morris-Jumel Mansion,4.5,45,65 Jumel Ter,(212) 923-8008
19059,Amsterdam Ave & W 162 St,40.83618,-73.939789,Creperies,Uptown Crepes,4.5,17,3878 Broadway Ave,(212) 795-0979
19060,W 160 St & St. Nicholas Ave,40.834468,-73.939865,Caribbean,Blue Mountain Heights Cafe & Bar,4.5,70,499 W 158th St,(646) 998-5905
19061,W 160 St & St. Nicholas Ave,40.834468,-73.939865,Bars,Hilltop Park Alehouse,4.0,134,3821 Broadway,(646) 438-9293
19062,W 160 St & St. Nicholas Ave,40.834468,-73.939865,Cocktail Bars,The Honey Well,4.5,403,3604 Broadway,(646) 438-9293
19063,W 160 St & St. Nicholas Ave,40.834468,-73.939865,Salad,Fort Washington Public House,4.0,121,3938 Broadway,(646) 813-2210
19064,W 160 St & St. Nicholas Ave,40.834468,-73.939865,Pizza,Bono Trattoria,4.5,358,3658 Broadway,(646) 682-9249
19065,W 160 St & St. Nicholas Ave,40.834468,-73.939865,Thai,River Thai,4.5,136,1766 Amsterdam Ave,(646) 490-8290
19066,W 160 St & St. Nicholas Ave,40.834468,-73.939865,American (New),Harlem Public,4.0,1187,3612 Broadway,(212) 939-9404
19067,W 160 St & St. Nicholas Ave,40.834468,-73.939865,Peruvian,Chelas,4.0,43,3820 Broadway,(212) 918-0230
19068,W 160 St & St. Nicholas Ave,40.834468,-73.939865,Singaporean,Native Noodles,4.5,161,2129 Amsterdam Ave,(646) 370-6290
19069,W 160 St & St. Nicholas Ave,40.834468,-73.939865,Coffee & Tea,Salento Colombian Coffee & Kitchen,4.5,116,2112 Amsterdam Ave,(646) 767-0680
19070,W 160 St & St. Nicholas Ave,40.834468,-73.939865,Dominican,La Barca Restaurant,4.0,79,3892 Broadway,(212) 928-1090
19071,W 160 St & St. Nicholas Ave,40.834468,-73.939865,Sports Bars,At the Wallace,4.0,230,3612 Broadway,(212) 928-1090
19072,W 160 St & St. Nicholas Ave,40.834468,-73.939865,Thai,Rain II,3.5,194,1095 St Nicholas Ave,(646) 767-0014
19073,W 160 St & St. Nicholas Ave,40.834468,-73.939865,Chinese,The Handpulled Noodle,4.0,1121,3600 Broadway,(917) 262-0213
19074,W 160 St & St. Nicholas Ave,40.834468,-73.939865,Ethiopian,Tsion Cafe,4.0,209,763 St Nicholas Ave,(212) 234-2070
19075,W 160 St & St. Nicholas Ave,40.834468,-73.939865,Museums,Morris-Jumel Mansion,4.5,45,65 Jumel Ter,(212) 923-8008
19076,W 160 St & St. Nicholas Ave,40.834468,-73.939865,Ramen,Ramen Ku-Raku,4.0,46,3952 Broadway,(212) 568-8866
19077,W 160 St & St. Nicholas Ave,40.834468,-73.939865,Mexican,The Mexican Culture,3.0,45,2017 Amsterdam Ave,(646) 922-7999
19078,W 160 St & St. Nicholas Ave,40.834468,-73.939865,Sushi Bars,Mama Sushi,3.5,466,3569 Broadway,(646) 682-7879
19079,W 160 St & St. Nicholas Ave,40.834468,-73.939865,Chinese,Splendid China,3.5,42,2038 Amsterdam Ave,(212) 543-0391
19080,W 163 St & Riverside Dr,40.839278,-73.945446,Salad,Fort Washington Public House,4.0,121,3938 Broadway,(646) 813-2210
19081,W 163 St & Riverside Dr,40.839278,-73.945446,Breakfast & Brunch,Terravita,4.5,359,4193 Broadway,(646) 370-4371
19082,W 163 St & Riverside Dr,40.839278,-73.945446,Bars,Hilltop Park Alehouse,4.0,134,3821 Broadway,(646) 438-9293
19083,W 163 St & Riverside Dr,40.839278,-73.945446,Tapas Bars,Manolo Tapas,4.0,305,4165 Broadway,(212) 923-9100
19084,W 163 St & Riverside Dr,40.839278,-73.945446,Ramen,Ramen Ku-Raku,4.0,46,3952 Broadway,(212) 568-8866
19085,W 163 St & Riverside Dr,40.839278,-73.945446,Dominican,La Barca Restaurant,4.0,79,3892 Broadway,(212) 928-1090
19086,W 163 St & Riverside Dr,40.839278,-73.945446,Thai,SUROSS Thai Bistro,4.5,280,4131 Broadway,(212) 795-0792
19087,W 163 St & Riverside Dr,40.839278,-73.945446,Singaporean,Native Noodles,4.5,161,2129 Amsterdam Ave,(646) 370-6290
19088,W 163 St & Riverside Dr,40.839278,-73.945446,Caribbean,Blue Mountain Heights Cafe & Bar,4.5,70,499 W 158th St,(646) 998-5905
19089,W 163 St & Riverside Dr,40.839278,-73.945446,Mexican,Las Palmas Restaurant,4.0,194,3891 Broadway,(917) 521-0349
19090,W 163 St & Riverside Dr,40.839278,-73.945446,Peruvian,Chelas,4.0,43,3820 Broadway,(212) 918-0230
19091,W 163 St & Riverside Dr,40.839278,-73.945446,Dominican,Malecon Restaurant,4.0,834,4141 Broadway,(212) 927-3812
19092,W 163 St & Riverside Dr,40.839278,-73.945446,Desserts,Frenchys Cake Designs,5.0,45,"New York, NY 10032",(646) 248-1044
19093,W 163 St & Riverside Dr,40.839278,-73.945446,Coffee & Tea,Salento Colombian Coffee & Kitchen,4.5,116,2112 Amsterdam Ave,(646) 767-0680
19094,W 163 St & Riverside Dr,40.839278,-73.945446,American (Traditional),Wahi Diner,3.0,256,3915 Broadway,(646) 429-9400
19095,W 163 St & Riverside Dr,40.839278,-73.945446,Thai,Rain II,3.5,194,1095 St Nicholas Ave,(646) 767-0014
19096,W 163 St & Riverside Dr,40.839278,-73.945446,Bakeries,Carrot Top Pastries,3.5,230,3931 W 164th St Broadway,(212) 927-4800
19097,W 163 St & Riverside Dr,40.839278,-73.945446,Delis,Tasty Deli,4.0,314,4020 Broadway,(212) 923-0700
19098,W 163 St & Riverside Dr,40.839278,-73.945446,Pizza,Broadway Slice,3.5,43,3932 Broadway,(646) 813-2214
19099,W 163 St & Riverside Dr,40.839278,-73.945446,Barbeque,Dallas BBQ,2.5,342,3956 Broadway,(212) 568-3700
19100,E 160 St & Tinton Ave,40.820302,-73.903944,Italian,Porto Salvo,4.5,199,424 E 161st St,(929) 376-7866
19101,E 160 St & Tinton Ave,40.820302,-73.903944,Latin American,Seis Vecinos Restaurant,3.5,169,640 Prospect Ave,(718) 684-8604
19102,E 160 St & Tinton Ave,40.820302,-73.903944,Barbeque,Johnson's BBQ,4.0,52,790 E 163rd St,(914) 439-6187
19103,E 160 St & Tinton Ave,40.820302,-73.903944,Peruvian,Los Nisperos,4.0,62,500 E 149th St,(718) 292-3377
19104,E 160 St & Tinton Ave,40.820302,-73.903944,American (Traditional),American Grill,4.5,18,2987 Third Ave,(718) 585-6978
19105,E 160 St & Tinton Ave,40.820302,-73.903944,Pizza,Giovani's Big Pizza,4.0,12,839 Prospect Ave,(718) 861-1530
19106,E 160 St & Tinton Ave,40.820302,-73.903944,Mexican,La Patrona Restaurant,4.0,41,558 Southern Blvd,(718) 401-6000
19107,E 160 St & Tinton Ave,40.820302,-73.903944,Caribbean,Kaylah's Hut,3.0,30,805 Prospect Ave,(718) 450-8252
19108,E 160 St & Tinton Ave,40.820302,-73.903944,Mexican,La Cueva Fonda,4.5,18,961 Leggett Ave,(347) 406-5585
19109,E 160 St & Tinton Ave,40.820302,-73.903944,Mexican,Mexicocina,3.5,204,503 Jackson Ave,(347) 498-1055
19110,E 160 St & Tinton Ave,40.820302,-73.903944,Mexican,Cinco De Mayo,3.5,123,837 Washington Ave,(718) 676-9444
19111,E 160 St & Tinton Ave,40.820302,-73.903944,Mexican,Noches Mexicanas,3.5,49,524 Brook Ave,(347) 591-0645
19112,E 160 St & Tinton Ave,40.820302,-73.903944,Pizza,Bona Pizza,4.0,23,751 Westchester Ave,(718) 991-9667
19113,E 160 St & Tinton Ave,40.820302,-73.903944,Puerto Rican,Lechonera La Piraña,4.5,54,766 E 152nd St,(347) 609-9714
19114,E 160 St & Tinton Ave,40.820302,-73.903944,Mexican,El Porton,4.0,32,576 Southern Blvd,(718) 450-3399
19115,E 160 St & Tinton Ave,40.820302,-73.903944,Coffee & Tea,Perry’s Coffee Shop,4.0,32,496 E 161st St,(718) 665-5464
19116,E 160 St & Tinton Ave,40.820302,-73.903944,Izakaya,Minato by Porto Salvo,5.0,5,407 East 161st St,(929) 376-9651
19117,E 160 St & Tinton Ave,40.820302,-73.903944,Seafood,K & L Jamaican American Cuisine,4.5,15,3204 3rd Ave,(917) 631-8398
19118,E 160 St & Tinton Ave,40.820302,-73.903944,Italian,The Original Venice Restaurant,3.5,75,772 E 149th St,(718) 585-5164
19119,E 160 St & Tinton Ave,40.820302,-73.903944,Seafood,149 Steam Fish,4.0,14,500 E 149th St,(718) 292-7997
19120,W 165 St & Fort Washington Ave,40.84004,-73.942939,Salad,Fort Washington Public House,4.0,121,3938 Broadway,(646) 813-2210
19121,W 165 St & Fort Washington Ave,40.84004,-73.942939,Ramen,Ramen Ku-Raku,4.0,46,3952 Broadway,(212) 568-8866
19122,W 165 St & Fort Washington Ave,40.84004,-73.942939,Breakfast & Brunch,Terravita,4.5,359,4193 Broadway,(646) 370-4371
19123,W 165 St & Fort Washington Ave,40.84004,-73.942939,Barbeque,Dallas BBQ,2.5,342,3956 Broadway,(212) 568-3700
19124,W 165 St & Fort Washington Ave,40.84004,-73.942939,Thai,Rain II,3.5,194,1095 St Nicholas Ave,(646) 767-0014
19125,W 165 St & Fort Washington Ave,40.84004,-73.942939,Bars,Hilltop Park Alehouse,4.0,134,3821 Broadway,(646) 438-9293
19126,W 165 St & Fort Washington Ave,40.84004,-73.942939,Singaporean,Native Noodles,4.5,161,2129 Amsterdam Ave,(646) 370-6290
19127,W 165 St & Fort Washington Ave,40.84004,-73.942939,Tapas Bars,Manolo Tapas,4.0,305,4165 Broadway,(212) 923-9100
19128,W 165 St & Fort Washington Ave,40.84004,-73.942939,Dominican,La Barca Restaurant,4.0,79,3892 Broadway,(212) 928-1090
19129,W 165 St & Fort Washington Ave,40.84004,-73.942939,American (Traditional),Wahi Diner,3.0,256,3915 Broadway,(646) 429-9400
19130,W 165 St & Fort Washington Ave,40.84004,-73.942939,Thai,SUROSS Thai Bistro,4.5,280,4131 Broadway,(212) 795-0792
19131,W 165 St & Fort Washington Ave,40.84004,-73.942939,Dominican,Malecon Restaurant,4.0,834,4141 Broadway,(212) 927-3812
19132,W 165 St & Fort Washington Ave,40.84004,-73.942939,Thai,Tung Thong Thai Restaurant,3.5,329,561 W 169th St,(212) 795-5995
19133,W 165 St & Fort Washington Ave,40.84004,-73.942939,Coffee & Tea,Salento Colombian Coffee & Kitchen,4.5,116,2112 Amsterdam Ave,(646) 767-0680
19134,W 165 St & Fort Washington Ave,40.84004,-73.942939,Bakeries,Carrot Top Pastries,3.5,230,3931 W 164th St Broadway,(212) 927-4800
19135,W 165 St & Fort Washington Ave,40.84004,-73.942939,Mexican,Las Palmas Restaurant,4.0,194,3891 Broadway,(917) 521-0349
19136,W 165 St & Fort Washington Ave,40.84004,-73.942939,Delis,Tasty Deli,4.0,314,4020 Broadway,(212) 923-0700
19137,W 165 St & Fort Washington Ave,40.84004,-73.942939,Caribbean,Blue Mountain Heights Cafe & Bar,4.5,70,499 W 158th St,(646) 998-5905
19138,W 165 St & Fort Washington Ave,40.84004,-73.942939,Italian,Aqua Marina Italian Cuisine,3.0,156,4060 Bdwy,(212) 928-0070
19139,W 165 St & Fort Washington Ave,40.84004,-73.942939,Pizza,Broadway Slice,3.5,43,3932 Broadway,(646) 813-2214
19140,Broadway & W 165 St,40.839137,-73.941409,Salad,Fort Washington Public House,4.0,121,3938 Broadway,(646) 813-2210
19141,Broadway & W 165 St,40.839137,-73.941409,Ramen,Ramen Ku-Raku,4.0,46,3952 Broadway,(212) 568-8866
19142,Broadway & W 165 St,40.839137,-73.941409,Burgers,Wendy's,2.0,42,3939 Broadway,(212) 928-0321
19143,Broadway & W 165 St,40.839137,-73.941409,Thai,Rain II,3.5,194,1095 St Nicholas Ave,(646) 767-0014
19144,Broadway & W 165 St,40.839137,-73.941409,Breakfast & Brunch,Terravita,4.5,359,4193 Broadway,(646) 370-4371
19145,Broadway & W 165 St,40.839137,-73.941409,Singaporean,Native Noodles,4.5,161,2129 Amsterdam Ave,(646) 370-6290
19146,Broadway & W 165 St,40.839137,-73.941409,Barbeque,Dallas BBQ,2.5,342,3956 Broadway,(212) 568-3700
19147,Broadway & W 165 St,40.839137,-73.941409,Bars,Hilltop Park Alehouse,4.0,134,3821 Broadway,(646) 438-9293
19148,Broadway & W 165 St,40.839137,-73.941409,Coffee & Tea,Salento Colombian Coffee & Kitchen,4.5,116,2112 Amsterdam Ave,(646) 767-0680
19149,Broadway & W 165 St,40.839137,-73.941409,Dominican,La Barca Restaurant,4.0,79,3892 Broadway,(212) 928-1090
19150,Broadway & W 165 St,40.839137,-73.941409,Pizza,Broadway Slice,3.5,43,3932 Broadway,(646) 813-2214
19151,Broadway & W 165 St,40.839137,-73.941409,Pizza,Bono Trattoria,4.5,358,3658 Broadway,(646) 682-9249
19152,Broadway & W 165 St,40.839137,-73.941409,Tapas Bars,Manolo Tapas,4.0,305,4165 Broadway,(212) 923-9100
19153,Broadway & W 165 St,40.839137,-73.941409,Mexican,Las Palmas Restaurant,4.0,194,3891 Broadway,(917) 521-0349
19154,Broadway & W 165 St,40.839137,-73.941409,Bakeries,Carrot Top Pastries,3.5,230,3931 W 164th St Broadway,(212) 927-4800
19155,Broadway & W 165 St,40.839137,-73.941409,Thai,Tung Thong Thai Restaurant,3.5,329,561 W 169th St,(212) 795-5995
19156,Broadway & W 165 St,40.839137,-73.941409,Thai,SUROSS Thai Bistro,4.5,280,4131 Broadway,(212) 795-0792
19157,Broadway & W 165 St,40.839137,-73.941409,American (Traditional),Wahi Diner,3.0,256,3915 Broadway,(646) 429-9400
19158,Broadway & W 165 St,40.839137,-73.941409,Caribbean,Blue Mountain Heights Cafe & Bar,4.5,70,499 W 158th St,(646) 998-5905
19159,Broadway & W 165 St,40.839137,-73.941409,Italian,Aqua Marina Italian Cuisine,3.0,156,4060 Bdwy,(212) 928-0070
19160,Fort Washington Ave & W 173 St,40.84522,-73.940493,Breakfast & Brunch,Terravita,4.5,359,4193 Broadway,(646) 370-4371
19161,Fort Washington Ave & W 173 St,40.84522,-73.940493,Dominican,Malecon Restaurant,4.0,834,4141 Broadway,(212) 927-3812
19162,Fort Washington Ave & W 173 St,40.84522,-73.940493,Thai,SUROSS Thai Bistro,4.5,280,4131 Broadway,(212) 795-0792
19163,Fort Washington Ave & W 173 St,40.84522,-73.940493,Tapas Bars,Manolo Tapas,4.0,305,4165 Broadway,(212) 923-9100
19164,Fort Washington Ave & W 173 St,40.84522,-73.940493,Italian,Aqua Marina Italian Cuisine,3.0,156,4060 Bdwy,(212) 928-0070
19165,Fort Washington Ave & W 173 St,40.84522,-73.940493,Pizza,Koronet Pizza,4.0,121,4087 Broadway,(646) 559-5566
19166,Fort Washington Ave & W 173 St,40.84522,-73.940493,Cuban,Havana Heights,3.5,96,4083 Broadway,(646) 590-9734
19167,Fort Washington Ave & W 173 St,40.84522,-73.940493,Italian,Saggio,4.0,686,829 W 181st St,(212) 795-3080
19168,Fort Washington Ave & W 173 St,40.84522,-73.940493,Asian Fusion,Geisha Asian Fusion,4.0,44,4186 Broadway,(212) 927-1246
19169,Fort Washington Ave & W 173 St,40.84522,-73.940493,Coffee & Tea,The Uptown Garrison,4.0,193,821 W 181st,(917) 261-4680
19170,Fort Washington Ave & W 173 St,40.84522,-73.940493,Chinese,La Dinastia II,3.5,80,4059 Broadway,(212) 928-6605
19171,Fort Washington Ave & W 173 St,40.84522,-73.940493,Latin American,El Conde Restaurant,4.0,124,4139 Broadway,(212) 781-3231
19172,Fort Washington Ave & W 173 St,40.84522,-73.940493,Cuban,El Floridita,3.5,140,4162 Broadway,(212) 928-0653
19173,Fort Washington Ave & W 173 St,40.84522,-73.940493,Salad,Fort Washington Public House,4.0,121,3938 Broadway,(646) 813-2210
19174,Fort Washington Ave & W 173 St,40.84522,-73.940493,Ramen,Tampopo Ramen,4.0,481,1 Bennett Ave,(212) 923-0575
19175,Fort Washington Ave & W 173 St,40.84522,-73.940493,Bars,Chillin' Bar and Grill,5.0,6,1263 St Nicholas Ave,(646) 928-0120
19176,Fort Washington Ave & W 173 St,40.84522,-73.940493,Peruvian,Flor de Mayo,4.5,15,4160 Broadway,(212) 999-7891
19177,Fort Washington Ave & W 173 St,40.84522,-73.940493,Burgers,Burger Heights,4.0,474,177 Wadsworth Ave,(212) 951-1984
19178,Fort Washington Ave & W 173 St,40.84522,-73.940493,Singaporean,Native Noodles,4.5,161,2129 Amsterdam Ave,(646) 370-6290
19179,Fort Washington Ave & W 173 St,40.84522,-73.940493,Dominican,Elsa La Reina Del Chicharron,4.0,29,1249 St Nicholas Ave,(212) 795-3667
19180,Amsterdam Ave & W 172 St,40.842173,-73.935111,Breakfast & Brunch,Terravita,4.5,359,4193 Broadway,(646) 370-4371
19181,Amsterdam Ave & W 172 St,40.842173,-73.935111,Thai,Jad Jaan Thai Vietnamese,4.0,41,83 Audubon Ave,(917) 388-3460
19182,Amsterdam Ave & W 172 St,40.842173,-73.935111,Dominican,Malecon Restaurant,4.0,834,4141 Broadway,(212) 927-3812
19183,Amsterdam Ave & W 172 St,40.842173,-73.935111,Tapas Bars,Manolo Tapas,4.0,305,4165 Broadway,(212) 923-9100
19184,Amsterdam Ave & W 172 St,40.842173,-73.935111,Italian,Aqua Marina Italian Cuisine,3.0,156,4060 Bdwy,(212) 928-0070
19185,Amsterdam Ave & W 172 St,40.842173,-73.935111,Thai,Tung Thong Thai Restaurant,3.5,329,561 W 169th St,(212) 795-5995
19186,Amsterdam Ave & W 172 St,40.842173,-73.935111,Singaporean,Native Noodles,4.5,161,2129 Amsterdam Ave,(646) 370-6290
19187,Amsterdam Ave & W 172 St,40.842173,-73.935111,Salad,Fort Washington Public House,4.0,121,3938 Broadway,(646) 813-2210
19188,Amsterdam Ave & W 172 St,40.842173,-73.935111,Thai,SUROSS Thai Bistro,4.5,280,4131 Broadway,(212) 795-0792
19189,Amsterdam Ave & W 172 St,40.842173,-73.935111,Thai,Kinkhao Thai,4.0,50,2200 Amsterdam Ave,(646) 833-7939
19190,Amsterdam Ave & W 172 St,40.842173,-73.935111,Pizza,Koronet Pizza,4.0,121,4087 Broadway,(646) 559-5566
19191,Amsterdam Ave & W 172 St,40.842173,-73.935111,Delis,Tasty Deli,4.0,314,4020 Broadway,(212) 923-0700
19192,Amsterdam Ave & W 172 St,40.842173,-73.935111,Breakfast & Brunch,Wimpy's III,4.0,47,1232 St Nicholas Ave,(212) 928-8085
19193,Amsterdam Ave & W 172 St,40.842173,-73.935111,Caribbean,Blue Mountain Heights Cafe & Bar,4.5,70,499 W 158th St,(646) 998-5905
19194,Amsterdam Ave & W 172 St,40.842173,-73.935111,Burgers,Burger Heights,4.0,474,177 Wadsworth Ave,(212) 951-1984
19195,Amsterdam Ave & W 172 St,40.842173,-73.935111,Bars,Chillin' Bar and Grill,5.0,6,1263 St Nicholas Ave,(646) 928-0120
19196,Amsterdam Ave & W 172 St,40.842173,-73.935111,Latin American,Merienda Snack Bar,4.5,12,2192 Amsterdam Ave,(646) 360-3793
19197,Amsterdam Ave & W 172 St,40.842173,-73.935111,Ramen,Tampopo Ramen,4.0,481,1 Bennett Ave,(212) 923-0575
