,Station Name,Station Latitude,Station Longitude,Business Category,Business Name,Rating,Number of Reviews,Address,Contact,Available Bikes,Empty Slots,Number of Bikes
16603,W Broadway & W Houston St,40.726378,-74.000472,Italian,Carbone,4.0,1665,181 Thompson St,(212) 254-3000,25,25,50
16604,W Broadway & W Houston St,40.726378,-74.000472,Mediterranean,Shuka,4.5,944,38 MacDougal St,(212) 475-7500,25,25,50
16605,W Broadway & W Houston St,40.726378,-74.000472,Italian,Lupa,4.0,1733,170 Thompson St,(212) 982-5089,25,25,50
16606,W Broadway & W Houston St,40.726378,-74.000472,Thai,Top Thai Greenwich,4.5,1883,235 Sullivan St,(646) 726-4418,25,25,50
16607,W Broadway & W Houston St,40.726378,-74.000472,Japanese,DOMODOMO - New York,4.0,1584,140 W Houston St,(646) 707-0301,25,25,50
16608,W Broadway & W Houston St,40.726378,-74.000472,Pizza,Song E Napule,4.5,716,146 W Houston St,(212) 533-1242,25,25,50
16609,W Broadway & W Houston St,40.726378,-74.000472,Breakfast & Brunch,Jane Restaurant,4.0,3538,100 W Houston St,(212) 254-7000,25,25,50
16610,W Broadway & W Houston St,40.726378,-74.000472,Italian,Il Corallo Trattoria,4.0,1136,176 Prince St,(212) 941-7119,25,25,50
16611,W Broadway & W Houston St,40.726378,-74.000472,Pizza,Olio e Più,4.5,4741,3 Greenwich Ave,(212) 243-6546,25,25,50
16612,W Broadway & W Houston St,40.726378,-74.000472,Italian,Piccola Cucina Osteria,4.5,793,196 Spring St,(646) 478-7488,25,25,50
16613,W Broadway & W Houston St,40.726378,-74.000472,Cocktail Bars,Bar Moga,4.0,308,128 W Houston St,(929) 399-5853,25,25,50
16614,W Broadway & W Houston St,40.726378,-74.000472,Italian,San Carlo Osteria Piemonte,4.5,286,90 Thompson St,(212) 625-1212,25,25,50
16615,W Broadway & W Houston St,40.726378,-74.000472,Chinese,Pinch Chinese,4.0,466,177 Prince St,(212) 328-7880,25,25,50
16616,W Broadway & W Houston St,40.726378,-74.000472,Italian,Rubirosa,4.5,3121,235 Mulberry St,(212) 965-0500,25,25,50
16617,W Broadway & W Houston St,40.726378,-74.000472,Szechuan,Chow House,4.5,627,181 Bleecker St,(212) 837-1021,25,25,50
16618,W Broadway & W Houston St,40.726378,-74.000472,American (Traditional),The Dutch,3.5,1329,131 Sullivan St,(212) 677-6200,25,25,50
16619,W Broadway & W Houston St,40.726378,-74.000472,Italian,Mareluna,4.5,81,137 Sullivan St,(212) 510-7774,25,25,50
16620,W Broadway & W Houston St,40.726378,-74.000472,Japanese,Raku,4.5,894,48 Macdougal St,(212) 989-4797,25,25,50
16621,W Broadway & W Houston St,40.726378,-74.000472,Spanish,Boqueria Soho,4.0,1241,171 Spring St,(212) 343-4255,25,25,50
16622,W Broadway & W Houston St,40.726378,-74.000472,Sushi Bars,Shiki Omakase,4.5,422,71 W Houston St,(917) 808-5205,25,25,50
16623,W Broadway & W Houston St,40.726378,-74.000472,Italian,Carbone,4.0,1665,181 Thompson St,(212) 254-3000,25,25,50
16624,W Broadway & W Houston St,40.726378,-74.000472,Mediterranean,Shuka,4.5,944,38 MacDougal St,(212) 475-7500,25,25,50
16625,W Broadway & W Houston St,40.726378,-74.000472,Italian,Lupa,4.0,1733,170 Thompson St,(212) 982-5089,25,25,50
16626,W Broadway & W Houston St,40.726378,-74.000472,Thai,Top Thai Greenwich,4.5,1883,235 Sullivan St,(646) 726-4418,25,25,50
16627,W Broadway & W Houston St,40.726378,-74.000472,Japanese,DOMODOMO - New York,4.0,1584,140 W Houston St,(646) 707-0301,25,25,50
16628,W Broadway & W Houston St,40.726378,-74.000472,Pizza,Song E Napule,4.5,716,146 W Houston St,(212) 533-1242,25,25,50
16629,W Broadway & W Houston St,40.726378,-74.000472,Breakfast & Brunch,Jane Restaurant,4.0,3538,100 W Houston St,(212) 254-7000,25,25,50
16630,W Broadway & W Houston St,40.726378,-74.000472,Italian,Il Corallo Trattoria,4.0,1136,176 Prince St,(212) 941-7119,25,25,50
16631,W Broadway & W Houston St,40.726378,-74.000472,Pizza,Olio e Più,4.5,4741,3 Greenwich Ave,(212) 243-6546,25,25,50
16632,W Broadway & W Houston St,40.726378,-74.000472,Italian,Piccola Cucina Osteria,4.5,793,196 Spring St,(646) 478-7488,25,25,50
16633,W Broadway & W Houston St,40.726378,-74.000472,Cocktail Bars,Bar Moga,4.0,308,128 W Houston St,(929) 399-5853,25,25,50
16634,W Broadway & W Houston St,40.726378,-74.000472,Italian,San Carlo Osteria Piemonte,4.5,286,90 Thompson St,(212) 625-1212,25,25,50
16635,W Broadway & W Houston St,40.726378,-74.000472,Chinese,Pinch Chinese,4.0,466,177 Prince St,(212) 328-7880,25,25,50
16636,W Broadway & W Houston St,40.726378,-74.000472,Italian,Rubirosa,4.5,3121,235 Mulberry St,(212) 965-0500,25,25,50
16637,W Broadway & W Houston St,40.726378,-74.000472,Szechuan,Chow House,4.5,627,181 Bleecker St,(212) 837-1021,25,25,50
16638,W Broadway & W Houston St,40.726378,-74.000472,American (Traditional),The Dutch,3.5,1329,131 Sullivan St,(212) 677-6200,25,25,50
16639,W Broadway & W Houston St,40.726378,-74.000472,Italian,Mareluna,4.5,81,137 Sullivan St,(212) 510-7774,25,25,50
16640,W Broadway & W Houston St,40.726378,-74.000472,Japanese,Raku,4.5,894,48 Macdougal St,(212) 989-4797,25,25,50
16641,W Broadway & W Houston St,40.726378,-74.000472,Spanish,Boqueria Soho,4.0,1241,171 Spring St,(212) 343-4255,25,25,50
16642,W Broadway & W Houston St,40.726378,-74.000472,Sushi Bars,Shiki Omakase,4.5,422,71 W Houston St,(917) 808-5205,25,25,50
16643,W Broadway & W Houston St,40.726378,-74.000472,Italian,Carbone,4.0,1665,181 Thompson St,(212) 254-3000,25,25,50
16644,W Broadway & W Houston St,40.726378,-74.000472,Mediterranean,Shuka,4.5,944,38 MacDougal St,(212) 475-7500,25,25,50
16645,W Broadway & W Houston St,40.726378,-74.000472,Italian,Lupa,4.0,1733,170 Thompson St,(212) 982-5089,25,25,50
16646,W Broadway & W Houston St,40.726378,-74.000472,Thai,Top Thai Greenwich,4.5,1883,235 Sullivan St,(646) 726-4418,25,25,50
16647,W Broadway & W Houston St,40.726378,-74.000472,Japanese,DOMODOMO - New York,4.0,1584,140 W Houston St,(646) 707-0301,25,25,50
16648,W Broadway & W Houston St,40.726378,-74.000472,Pizza,Song E Napule,4.5,716,146 W Houston St,(212) 533-1242,25,25,50
16649,W Broadway & W Houston St,40.726378,-74.000472,Breakfast & Brunch,Jane Restaurant,4.0,3538,100 W Houston St,(212) 254-7000,25,25,50
16650,W Broadway & W Houston St,40.726378,-74.000472,Italian,Il Corallo Trattoria,4.0,1136,176 Prince St,(212) 941-7119,25,25,50
16651,W Broadway & W Houston St,40.726378,-74.000472,Pizza,Olio e Più,4.5,4741,3 Greenwich Ave,(212) 243-6546,25,25,50
16652,W Broadway & W Houston St,40.726378,-74.000472,Italian,Piccola Cucina Osteria,4.5,793,196 Spring St,(646) 478-7488,25,25,50
16653,W Broadway & W Houston St,40.726378,-74.000472,Cocktail Bars,Bar Moga,4.0,308,128 W Houston St,(929) 399-5853,25,25,50
16654,W Broadway & W Houston St,40.726378,-74.000472,Italian,San Carlo Osteria Piemonte,4.5,286,90 Thompson St,(212) 625-1212,25,25,50
16655,W Broadway & W Houston St,40.726378,-74.000472,Chinese,Pinch Chinese,4.0,466,177 Prince St,(212) 328-7880,25,25,50
16656,W Broadway & W Houston St,40.726378,-74.000472,Italian,Rubirosa,4.5,3121,235 Mulberry St,(212) 965-0500,25,25,50
16657,W Broadway & W Houston St,40.726378,-74.000472,Szechuan,Chow House,4.5,627,181 Bleecker St,(212) 837-1021,25,25,50
16658,W Broadway & W Houston St,40.726378,-74.000472,American (Traditional),The Dutch,3.5,1329,131 Sullivan St,(212) 677-6200,25,25,50
16659,W Broadway & W Houston St,40.726378,-74.000472,Italian,Mareluna,4.5,81,137 Sullivan St,(212) 510-7774,25,25,50
16660,Centre St & Seneca Ave,40.69969,-73.9022,Sandwiches,Rolo's,4.5,226,853 Onderdonk Ave,(718) 417-6567,10,12,22
16661,Centre St & Seneca Ave,40.69969,-73.9022,Caribbean,Cream Ridgewood,4.0,236,59 09 71st Ave,(718) 576-3237,10,12,22
16662,Centre St & Seneca Ave,40.69969,-73.9022,Bars,Julia's,4.5,266,818 Woodward Ave,(917) 909-1314,10,12,22
16663,Centre St & Seneca Ave,40.69969,-73.9022,American (New),Ltauha Restaurant,4.5,425,55-50 Myrtle Ave,(347) 689-3462,10,12,22
16664,Centre St & Seneca Ave,40.69969,-73.9022,Thai,Tasty Thai,4.5,139,72-04 Forest Ave,(917) 909-0937,10,12,22
16665,Centre St & Seneca Ave,40.69969,-73.9022,Sports Bars,The Ridgewood Ale House,3.0,238,5738 Myrtle Ave,(718) 456-4495,10,12,22
16666,Centre St & Seneca Ave,40.69969,-73.9022,Spanish,Super  Pollo  Restaurant,4.0,265,865 Woodward Ave,(718) 418-0808,10,12,22
16667,Centre St & Seneca Ave,40.69969,-73.9022,Mexican,Hungry Burrito,4.0,94,811 Seneca Ave,(718) 885-8080,10,12,22
16668,Centre St & Seneca Ave,40.69969,-73.9022,Japanese,Mr. Sushi Japanese Restaurant,4.5,30,58-12 Myrtle Ave,(929) 295-0286,10,12,22
16669,Centre St & Seneca Ave,40.69969,-73.9022,Mexican,Fajitas Sunrise,3.5,181,5924 Myrtle Ave,(718) 418-0967,10,12,22
16670,Centre St & Seneca Ave,40.69969,-73.9022,Bars,Cozy Corner Bar cafe & Restaurant,4.0,97,60-01 70th Ave,(718) 381-8397,10,12,22
16671,Centre St & Seneca Ave,40.69969,-73.9022,Pizza,Joe & John's Pizzeria,4.0,187,5910 Myrtle Ave,(718) 497-0078,10,12,22
16672,Centre St & Seneca Ave,40.69969,-73.9022,Cafes,Plein Air,4.5,32,68-38 Forest Ave,(917) 522-6133,10,12,22
16673,Centre St & Seneca Ave,40.69969,-73.9022,Tacos,Burrito Republic,4.5,140,59-15 71st Ave,(929) 337-6446,10,12,22
16674,Centre St & Seneca Ave,40.69969,-73.9022,Thai,Grace Thai 2,4.0,20,57-42 Myrtle Ave,(718) 576-3592,10,12,22
16675,Centre St & Seneca Ave,40.69969,-73.9022,Coffee & Tea,Norma's Corner Shoppe,4.5,325,59-02 Catalpa Ave,(347) 294-0185,10,12,22
16676,Centre St & Seneca Ave,40.69969,-73.9022,Thai,Chachawan,4.5,47,881 Woodward Ave,(718) 894-4404,10,12,22
16677,Centre St & Seneca Ave,40.69969,-73.9022,Thai,Zenith Thai Restaurant,4.5,141,7002 Fresh Pond Rd,(718) 497-8899,10,12,22
16678,Centre St & Seneca Ave,40.69969,-73.9022,Indian,Nepalese Indian Restaurant,4.0,243,907 Seneca Ave,(718) 417-1873,10,12,22
16679,Centre St & Seneca Ave,40.69969,-73.9022,Meat Shops,Morscher's Pork Store,4.5,46,5844 Catalpa Ave,(718) 821-1040,10,12,22
16680,Centre St & Seneca Ave,40.69969,-73.9022,Sandwiches,Rolo's,4.5,226,853 Onderdonk Ave,(718) 417-6567,10,12,22
16681,Centre St & Seneca Ave,40.69969,-73.9022,Caribbean,Cream Ridgewood,4.0,236,59 09 71st Ave,(718) 576-3237,10,12,22
16682,Centre St & Seneca Ave,40.69969,-73.9022,Bars,Julia's,4.5,266,818 Woodward Ave,(917) 909-1314,10,12,22
16683,Centre St & Seneca Ave,40.69969,-73.9022,American (New),Ltauha Restaurant,4.5,425,55-50 Myrtle Ave,(347) 689-3462,10,12,22
16684,Centre St & Seneca Ave,40.69969,-73.9022,Thai,Tasty Thai,4.5,139,72-04 Forest Ave,(917) 909-0937,10,12,22
16685,Centre St & Seneca Ave,40.69969,-73.9022,Sports Bars,The Ridgewood Ale House,3.0,238,5738 Myrtle Ave,(718) 456-4495,10,12,22
16686,Centre St & Seneca Ave,40.69969,-73.9022,Spanish,Super  Pollo  Restaurant,4.0,265,865 Woodward Ave,(718) 418-0808,10,12,22
16687,Centre St & Seneca Ave,40.69969,-73.9022,Mexican,Hungry Burrito,4.0,94,811 Seneca Ave,(718) 885-8080,10,12,22
16688,Centre St & Seneca Ave,40.69969,-73.9022,Japanese,Mr. Sushi Japanese Restaurant,4.5,30,58-12 Myrtle Ave,(929) 295-0286,10,12,22
16689,Centre St & Seneca Ave,40.69969,-73.9022,Mexican,Fajitas Sunrise,3.5,181,5924 Myrtle Ave,(718) 418-0967,10,12,22
16690,Centre St & Seneca Ave,40.69969,-73.9022,Bars,Cozy Corner Bar cafe & Restaurant,4.0,97,60-01 70th Ave,(718) 381-8397,10,12,22
16691,Centre St & Seneca Ave,40.69969,-73.9022,Pizza,Joe & John's Pizzeria,4.0,187,5910 Myrtle Ave,(718) 497-0078,10,12,22
16692,Centre St & Seneca Ave,40.69969,-73.9022,Cafes,Plein Air,4.5,32,68-38 Forest Ave,(917) 522-6133,10,12,22
16693,Centre St & Seneca Ave,40.69969,-73.9022,Tacos,Burrito Republic,4.5,140,59-15 71st Ave,(929) 337-6446,10,12,22
16694,Centre St & Seneca Ave,40.69969,-73.9022,Thai,Grace Thai 2,4.0,20,57-42 Myrtle Ave,(718) 576-3592,10,12,22
16695,Centre St & Seneca Ave,40.69969,-73.9022,Coffee & Tea,Norma's Corner Shoppe,4.5,325,59-02 Catalpa Ave,(347) 294-0185,10,12,22
16696,Centre St & Seneca Ave,40.69969,-73.9022,Thai,Chachawan,4.5,47,881 Woodward Ave,(718) 894-4404,10,12,22
16697,Centre St & Seneca Ave,40.69969,-73.9022,Thai,Zenith Thai Restaurant,4.5,141,7002 Fresh Pond Rd,(718) 497-8899,10,12,22
16698,Centre St & Seneca Ave,40.69969,-73.9022,Indian,Nepalese Indian Restaurant,4.0,243,907 Seneca Ave,(718) 417-1873,10,12,22
16699,Centre St & Seneca Ave,40.69969,-73.9022,Meat Shops,Morscher's Pork Store,4.5,46,5844 Catalpa Ave,(718) 821-1040,10,12,22
16700,Centre St & Seneca Ave,40.69969,-73.9022,Sandwiches,Rolo's,4.5,226,853 Onderdonk Ave,(718) 417-6567,10,12,22
16701,Centre St & Seneca Ave,40.69969,-73.9022,Caribbean,Cream Ridgewood,4.0,236,59 09 71st Ave,(718) 576-3237,10,12,22
16702,Centre St & Seneca Ave,40.69969,-73.9022,Bars,Julia's,4.5,266,818 Woodward Ave,(917) 909-1314,10,12,22
16703,Centre St & Seneca Ave,40.69969,-73.9022,American (New),Ltauha Restaurant,4.5,425,55-50 Myrtle Ave,(347) 689-3462,10,12,22
16704,Centre St & Seneca Ave,40.69969,-73.9022,Thai,Tasty Thai,4.5,139,72-04 Forest Ave,(917) 909-0937,10,12,22
16705,Centre St & Seneca Ave,40.69969,-73.9022,Sports Bars,The Ridgewood Ale House,3.0,238,5738 Myrtle Ave,(718) 456-4495,10,12,22
16706,Centre St & Seneca Ave,40.69969,-73.9022,Spanish,Super  Pollo  Restaurant,4.0,265,865 Woodward Ave,(718) 418-0808,10,12,22
16707,Centre St & Seneca Ave,40.69969,-73.9022,Mexican,Hungry Burrito,4.0,94,811 Seneca Ave,(718) 885-8080,10,12,22
16708,Centre St & Seneca Ave,40.69969,-73.9022,Japanese,Mr. Sushi Japanese Restaurant,4.5,30,58-12 Myrtle Ave,(929) 295-0286,10,12,22
16709,Centre St & Seneca Ave,40.69969,-73.9022,Mexican,Fajitas Sunrise,3.5,181,5924 Myrtle Ave,(718) 418-0967,10,12,22
16710,Centre St & Seneca Ave,40.69969,-73.9022,Bars,Cozy Corner Bar cafe & Restaurant,4.0,97,60-01 70th Ave,(718) 381-8397,10,12,22
16711,Centre St & Seneca Ave,40.69969,-73.9022,Pizza,Joe & John's Pizzeria,4.0,187,5910 Myrtle Ave,(718) 497-0078,10,12,22
16712,Centre St & Seneca Ave,40.69969,-73.9022,Cafes,Plein Air,4.5,32,68-38 Forest Ave,(917) 522-6133,10,12,22
16713,Centre St & Seneca Ave,40.69969,-73.9022,Tacos,Burrito Republic,4.5,140,59-15 71st Ave,(929) 337-6446,10,12,22
16714,Centre St & Seneca Ave,40.69969,-73.9022,Thai,Grace Thai 2,4.0,20,57-42 Myrtle Ave,(718) 576-3592,10,12,22
16715,Centre St & Seneca Ave,40.69969,-73.9022,Coffee & Tea,Norma's Corner Shoppe,4.5,325,59-02 Catalpa Ave,(347) 294-0185,10,12,22
16716,Centre St & Seneca Ave,40.69969,-73.9022,Thai,Chachawan,4.5,47,881 Woodward Ave,(718) 894-4404,10,12,22
16717,Centre St & Seneca Ave,40.69969,-73.9022,Thai,Zenith Thai Restaurant,4.5,141,7002 Fresh Pond Rd,(718) 497-8899,10,12,22
16718,Centre St & Seneca Ave,40.69969,-73.9022,Indian,Nepalese Indian Restaurant,4.0,243,907 Seneca Ave,(718) 417-1873,10,12,22
16719,Centre St & Seneca Ave,40.69969,-73.9022,Meat Shops,Morscher's Pork Store,4.5,46,5844 Catalpa Ave,(718) 821-1040,10,12,22
16720,W 53 St & 10 Ave,40.76669671,-73.99061728,Italian,SESAMO - Italian Asian Restaurant Hell's Kitchen NYC,4.0,337,764 10th Ave,(212) 265-2755,3,26,29
16721,W 53 St & 10 Ave,40.76669671,-73.99061728,Mexican,Mamasita Bar & Grill,4.0,1595,818 10th Ave,(212) 315-9444,3,26,29
16722,W 53 St & 10 Ave,40.76669671,-73.99061728,French,La Grande Boucherie,4.5,2441,145 W 53rd St,(212) 510-7714,3,26,29
16723,W 53 St & 10 Ave,40.76669671,-73.99061728,Wine Bars,Giardino 54,4.5,221,400 1/2 W 54th St,(646) 726-4575,3,26,29
16724,W 53 St & 10 Ave,40.76669671,-73.99061728,Wine Bars,Ardesia Wine Bar,4.0,414,510 W 52nd St,(212) 247-9191,3,26,29
16725,W 53 St & 10 Ave,40.76669671,-73.99061728,Cocktail Bars,Dolly Varden,4.5,458,302 W 51st St,(212) 541-7080,3,26,29
16726,W 53 St & 10 Ave,40.76669671,-73.99061728,Cocktail Bars,Dutch Freds,4.5,2010,307 W 47th St,(646) 918-6923,3,26,29
16727,W 53 St & 10 Ave,40.76669671,-73.99061728,Korean,The Jin,4.5,506,856 10th Ave,(212) 223-3488,3,26,29
16728,W 53 St & 10 Ave,40.76669671,-73.99061728,Ramen,Ippudo Westside,4.0,4037,321 W 51st St,(212) 974-2500,3,26,29
16729,W 53 St & 10 Ave,40.76669671,-73.99061728,French,Le Bernardin,4.5,2915,155 W 51st St,(212) 554-1515,3,26,29
16730,W 53 St & 10 Ave,40.76669671,-73.99061728,Mexican,Tacuba Hell's Kitchen,4.0,819,802 9th Ave,(212) 245-4500,3,26,29
16731,W 53 St & 10 Ave,40.76669671,-73.99061728,Ramen,Totto Ramen Hell's Kitchen,4.0,1200,464 W 51st St,(646) 596-9056,3,26,29
16732,W 53 St & 10 Ave,40.76669671,-73.99061728,Japanese,Omakase By Korami,5.0,386,400A W 50th St,(917) 215-0650,3,26,29
16733,W 53 St & 10 Ave,40.76669671,-73.99061728,Italian,The Meatball Shop - Hell's Kitchen,4.0,511,798 9th Ave,(212) 230-5860,3,26,29
16734,W 53 St & 10 Ave,40.76669671,-73.99061728,Japanese,Torishin,4.0,372,362 W 53rd St,(212) 757-0108,3,26,29
16735,W 53 St & 10 Ave,40.76669671,-73.99061728,Vietnamese,OBAO,4.0,4010,647 9th Ave,(212) 245-8880,3,26,29
16736,W 53 St & 10 Ave,40.76669671,-73.99061728,Peruvian,INTI Peruvian Restaurant,4.0,393,820 10th Ave,(646) 596-9216,3,26,29
16737,W 53 St & 10 Ave,40.76669671,-73.99061728,American (New),Haswell Green's,4.5,530,240 W 52nd St,(212) 245-2801,3,26,29
16738,W 53 St & 10 Ave,40.76669671,-73.99061728,Latin American,Empanada Mama - Hell's Kitchen,4.0,2986,765 9th Ave,(212) 698-9008,3,26,29
16739,W 53 St & 10 Ave,40.76669671,-73.99061728,Pizza,B Side Pizza & Wine Bar,4.5,1296,370 W 51st St,(646) 679-7225,3,26,29
16740,W 53 St & 10 Ave,40.76669671,-73.99061728,Italian,SESAMO - Italian Asian Restaurant Hell's Kitchen NYC,4.0,337,764 10th Ave,(212) 265-2755,3,26,29
16741,W 53 St & 10 Ave,40.76669671,-73.99061728,Mexican,Mamasita Bar & Grill,4.0,1595,818 10th Ave,(212) 315-9444,3,26,29
16742,W 53 St & 10 Ave,40.76669671,-73.99061728,French,La Grande Boucherie,4.5,2441,145 W 53rd St,(212) 510-7714,3,26,29
16743,W 53 St & 10 Ave,40.76669671,-73.99061728,Wine Bars,Giardino 54,4.5,221,400 1/2 W 54th St,(646) 726-4575,3,26,29
16744,W 53 St & 10 Ave,40.76669671,-73.99061728,Wine Bars,Ardesia Wine Bar,4.0,414,510 W 52nd St,(212) 247-9191,3,26,29
16745,W 53 St & 10 Ave,40.76669671,-73.99061728,Cocktail Bars,Dolly Varden,4.5,458,302 W 51st St,(212) 541-7080,3,26,29
16746,W 53 St & 10 Ave,40.76669671,-73.99061728,Cocktail Bars,Dutch Freds,4.5,2010,307 W 47th St,(646) 918-6923,3,26,29
16747,W 53 St & 10 Ave,40.76669671,-73.99061728,Korean,The Jin,4.5,506,856 10th Ave,(212) 223-3488,3,26,29
16748,W 53 St & 10 Ave,40.76669671,-73.99061728,Ramen,Ippudo Westside,4.0,4037,321 W 51st St,(212) 974-2500,3,26,29
16749,W 53 St & 10 Ave,40.76669671,-73.99061728,French,Le Bernardin,4.5,2915,155 W 51st St,(212) 554-1515,3,26,29
16750,W 53 St & 10 Ave,40.76669671,-73.99061728,Mexican,Tacuba Hell's Kitchen,4.0,819,802 9th Ave,(212) 245-4500,3,26,29
16751,W 53 St & 10 Ave,40.76669671,-73.99061728,Ramen,Totto Ramen Hell's Kitchen,4.0,1200,464 W 51st St,(646) 596-9056,3,26,29
16752,W 53 St & 10 Ave,40.76669671,-73.99061728,Japanese,Omakase By Korami,5.0,386,400A W 50th St,(917) 215-0650,3,26,29
16753,W 53 St & 10 Ave,40.76669671,-73.99061728,Italian,The Meatball Shop - Hell's Kitchen,4.0,511,798 9th Ave,(212) 230-5860,3,26,29
16754,W 53 St & 10 Ave,40.76669671,-73.99061728,Japanese,Torishin,4.0,372,362 W 53rd St,(212) 757-0108,3,26,29
16755,W 53 St & 10 Ave,40.76669671,-73.99061728,Vietnamese,OBAO,4.0,4010,647 9th Ave,(212) 245-8880,3,26,29
16756,W 53 St & 10 Ave,40.76669671,-73.99061728,Peruvian,INTI Peruvian Restaurant,4.0,393,820 10th Ave,(646) 596-9216,3,26,29
16757,W 53 St & 10 Ave,40.76669671,-73.99061728,American (New),Haswell Green's,4.5,530,240 W 52nd St,(212) 245-2801,3,26,29
16758,W 53 St & 10 Ave,40.76669671,-73.99061728,Latin American,Empanada Mama - Hell's Kitchen,4.0,2986,765 9th Ave,(212) 698-9008,3,26,29
16759,W 53 St & 10 Ave,40.76669671,-73.99061728,Pizza,B Side Pizza & Wine Bar,4.5,1296,370 W 51st St,(646) 679-7225,3,26,29
16760,W 53 St & 10 Ave,40.76669671,-73.99061728,Italian,SESAMO - Italian Asian Restaurant Hell's Kitchen NYC,4.0,337,764 10th Ave,(212) 265-2755,3,26,29
16761,W 53 St & 10 Ave,40.76669671,-73.99061728,Mexican,Mamasita Bar & Grill,4.0,1595,818 10th Ave,(212) 315-9444,3,26,29
16762,W 53 St & 10 Ave,40.76669671,-73.99061728,French,La Grande Boucherie,4.5,2441,145 W 53rd St,(212) 510-7714,3,26,29
16763,W 53 St & 10 Ave,40.76669671,-73.99061728,Wine Bars,Giardino 54,4.5,221,400 1/2 W 54th St,(646) 726-4575,3,26,29
16764,W 53 St & 10 Ave,40.76669671,-73.99061728,Wine Bars,Ardesia Wine Bar,4.0,414,510 W 52nd St,(212) 247-9191,3,26,29
16765,W 53 St & 10 Ave,40.76669671,-73.99061728,Cocktail Bars,Dolly Varden,4.5,458,302 W 51st St,(212) 541-7080,3,26,29
16766,W 53 St & 10 Ave,40.76669671,-73.99061728,Cocktail Bars,Dutch Freds,4.5,2010,307 W 47th St,(646) 918-6923,3,26,29
16767,W 53 St & 10 Ave,40.76669671,-73.99061728,Korean,The Jin,4.5,506,856 10th Ave,(212) 223-3488,3,26,29
16768,W 53 St & 10 Ave,40.76669671,-73.99061728,Ramen,Ippudo Westside,4.0,4037,321 W 51st St,(212) 974-2500,3,26,29
16769,W 53 St & 10 Ave,40.76669671,-73.99061728,French,Le Bernardin,4.5,2915,155 W 51st St,(212) 554-1515,3,26,29
16770,W 53 St & 10 Ave,40.76669671,-73.99061728,Mexican,Tacuba Hell's Kitchen,4.0,819,802 9th Ave,(212) 245-4500,3,26,29
16771,W 53 St & 10 Ave,40.76669671,-73.99061728,Ramen,Totto Ramen Hell's Kitchen,4.0,1200,464 W 51st St,(646) 596-9056,3,26,29
16772,W 53 St & 10 Ave,40.76669671,-73.99061728,Japanese,Omakase By Korami,5.0,386,400A W 50th St,(917) 215-0650,3,26,29
16773,W 53 St & 10 Ave,40.76669671,-73.99061728,Italian,The Meatball Shop - Hell's Kitchen,4.0,511,798 9th Ave,(212) 230-5860,3,26,29
16774,W 53 St & 10 Ave,40.76669671,-73.99061728,Japanese,Torishin,4.0,372,362 W 53rd St,(212) 757-0108,3,26,29
16775,W 53 St & 10 Ave,40.76669671,-73.99061728,Vietnamese,OBAO,4.0,4010,647 9th Ave,(212) 245-8880,3,26,29
16776,W 53 St & 10 Ave,40.76669671,-73.99061728,Peruvian,INTI Peruvian Restaurant,4.0,393,820 10th Ave,(646) 596-9216,3,26,29
16777,W 53 St & 10 Ave,40.76669671,-73.99061728,American (New),Haswell Green's,4.5,530,240 W 52nd St,(212) 245-2801,3,26,29
16778,W 53 St & 10 Ave,40.76669671,-73.99061728,Latin American,Empanada Mama - Hell's Kitchen,4.0,2986,765 9th Ave,(212) 698-9008,3,26,29
16779,W 53 St & 10 Ave,40.76669671,-73.99061728,Pizza,B Side Pizza & Wine Bar,4.5,1296,370 W 51st St,(646) 679-7225,3,26,29
16780,W 54 St & 9 Ave,40.76584941,-73.98690506,Ramen,Ippudo Westside,4.0,4037,321 W 51st St,(212) 974-2500,4,38,42
16781,W 54 St & 9 Ave,40.76584941,-73.98690506,Japanese,Torishin,4.0,372,362 W 53rd St,(212) 757-0108,4,38,42
16782,W 54 St & 9 Ave,40.76584941,-73.98690506,Korean,Danji,4.0,1089,346 W 52nd St,(212) 586-2880,4,38,42
16783,W 54 St & 9 Ave,40.76584941,-73.98690506,Cocktail Bars,Vida Verde,4.5,1574,248 W 55th St,(646) 657-0565,4,38,42
16784,W 54 St & 9 Ave,40.76584941,-73.98690506,Italian,The Meatball Shop - Hell's Kitchen,4.0,511,798 9th Ave,(212) 230-5860,4,38,42
16785,W 54 St & 9 Ave,40.76584941,-73.98690506,Pizza,B Side Pizza & Wine Bar,4.5,1296,370 W 51st St,(646) 679-7225,4,38,42
16786,W 54 St & 9 Ave,40.76584941,-73.98690506,Mexican,Tacuba Hell's Kitchen,4.0,819,802 9th Ave,(212) 245-4500,4,38,42
16787,W 54 St & 9 Ave,40.76584941,-73.98690506,Wine Bars,Giardino 54,4.5,221,400 1/2 W 54th St,(646) 726-4575,4,38,42
16788,W 54 St & 9 Ave,40.76584941,-73.98690506,French,La Grande Boucherie,4.5,2441,145 W 53rd St,(212) 510-7714,4,38,42
16789,W 54 St & 9 Ave,40.76584941,-73.98690506,Cocktail Bars,Dolly Varden,4.5,458,302 W 51st St,(212) 541-7080,4,38,42
16790,W 54 St & 9 Ave,40.76584941,-73.98690506,Cocktail Bars,Tanner Smiths,4.5,2042,204 W 55th St,(646) 590-2034,4,38,42
16791,W 54 St & 9 Ave,40.76584941,-73.98690506,American (New),Carla,4.5,170,331 W 51st St,(929) 404-4082,4,38,42
